證券代碼,年,月,日,收盤價(元),成交量(千股)
6208 日揚,2015,4,1,11.008,418
6209 今國光,2015,4,1,21.0271,481
6210 慶生,2015,4,1,36.1896,312
6211 福登,2015,4,1,19.1,115
6212 理銘,2015,4,1,22.2692,1
6213 聯茂,2015,4,1,17.3037,342
6214 精誠,2015,4,1,33.9028,558
6215 和椿,2015,4,1,18.9917,382
6216 居易,2015,4,1,15.9623,196
6217 中探針,2015,4,1,31.7389,269
6218 豪勉,2015,4,1,14.028,421
6219 富旺,2015,4,1,11.6323,132
6220 岳豐,2015,4,1,11.6356,"9,579"
6221 晉泰,2015,4,1,10.439,34
6222 上揚,2015,4,1,49.3946,"1,319"
6223 旺矽,2015,4,1,70.0839,"2,337"
6224 聚鼎,2015,4,1,44.8716,36
6225 天瀚,2015,4,1,13.1295,42
6226 光鼎,2015,4,1,8.2932,347
6227 茂綸,2015,4,1,10.966,479
6228 全譜,2015,4,1,51.4329,442
6229 研通,2015,4,1,11.8365,127
6230 尼得科超眾,2015,4,1,79.7507,"1,711"
6231 系微,2015,4,1,38.6127,31
6233 旺玖,2015,4,1,16.7,275
6234 高僑,2015,4,1,18.7034,172
6235 華孚,2015,4,1,5.243,60
6236 康呈,2015,4,1,39.3,8
6237 驊訊,2015,4,1,17.9983,52
6238 勝麗,2015,4,1,36.2632,178
6239 力成,2015,4,1,37.9446,"2,339"
6240 松崗,2015,4,1,59.1,0
6241 易通展,2015,4,1,20.3389,108
6243 迅杰,2015,4,1,55.5145,"1,383"
6244 茂迪,2015,4,1,64.0457,"4,548"
6245 立端,2015,4,1,29.3552,964
6246 臺龍,2015,4,1,19.5722,90
6247 淇譽電,2015,4,1,14.6292,159
6248 沛波,2015,4,1,25.8319,18
6250 宇加,2015,4,1,50.6,210
6251 定穎,2015,4,1,14.1127,"1,428"
6257 矽格,2015,4,1,19.2209,"3,489"
6259 百徽,2015,4,1,133.5385,777
6261 久元,2015,4,1,40.4717,"1,346"
6263 普萊德,2015,4,1,27.812,59
6264 富裔,2015,4,1,14.2233,60
6265 方土昶,2015,4,1,7.8445,319
6266 泰詠,2015,4,1,6.8767,261
6269 台郡,2015,4,1,60.0427,"6,131"
6270 倍微,2015,4,1,9.0231,273
6271 同欣電,2015,4,1,101.9612,859
6274 台燿,2015,4,1,24.0626,"8,372"
6275 元山,2015,4,1,14.0561,515
6276 安鈦克,2015,4,1,20.0605,36
6277 宏正,2015,4,1,54.3786,218
6278 台表科,2015,4,1,28.2693,"1,425"
6279 胡連,2015,4,1,102.9298,"1,917"
6281 全國電,2015,4,1,40.6403,47
6282 康舒,2015,4,1,22.0056,"1,826"
6283 淳安,2015,4,1,10.6813,290
6284 佳邦,2015,4,1,33.1378,246
6285 啟碁,2015,4,1,49.1357,"1,125"
6286 立錡,2015,4,1,163.0653,492
6287 元隆,2015,4,1,4.67,92
6289 華上,2015,4,1,6.5256,12
6290 良維,2015,4,1,21.052,"1,622"
6291 沛亨,2015,4,1,20.6178,10
6292 迅德,2015,4,1,19.6591,69
6294 智基,2015,4,1,17.0029,20
6298 崴強,2015,4,1,14.4725,"2,757"
6404 通訊-KY,2015,4,1,151.607,184
6405 悅城,2015,4,1,36.3885,72
6409 旭隼,2015,4,1,206.89,259
6411 晶焱,2015,4,1,37.0882,"2,011"
6412 群電,2015,4,1,29.2409,322
6414 樺漢,2015,4,1,214.4947,211
6415 矽力-KY,2015,4,1,242.3247,700
6419 京晨科,2015,4,1,73.9394,58
6422 君耀-KY,2015,4,1,59.21,137
6426 統新,2015,4,1,33.0269,39
6431 光麗-KY,2015,4,1,23.0398,17
6449 鈺邦,2015,4,1,28.135,153
6451 訊芯-KY,2015,4,1,132.6055,185
6452 康友-KY,2015,4,1,97.3234,"1,103"
6504 南六,2015,4,1,130.0633,702
6505 台塑化,2015,4,1,53.1304,"4,213"
6506 雙邦,2015,4,1,10.3556,126
6508 惠光,2015,4,1,22.7498,152
6509 聚和,2015,4,1,16.6935,495
6603 富強鑫,2015,4,1,9.7916,162
6605 帝寶,2015,4,1,110.8131,"4,186"
6609 瀧澤科,2015,4,1,31.6492,191
6702 興航,2015,4,1,12.2311,"4,793"
6803 崑鼎,2015,4,1,117.5623,48
8011 台通,2015,4,1,35.0236,308
8016 矽創,2015,4,1,79.9555,"1,035"
8021 尖點,2015,4,1,23.8407,"1,463"
8024 佑華,2015,4,1,12.6994,30
8032 光菱,2015,4,1,21.7649,98
8033 雷虎,2015,4,1,15.2123,825
8034 榮群,2015,4,1,10.8177,"1,567"
8038 長園科,2015,4,1,36.3289,110
8039 台虹,2015,4,1,31.0318,674
8040 九暘,2015,4,1,12.7998,414
8042 金山電,2015,4,1,33.4775,847
8043 蜜望實,2015,4,1,14.0135,95
8044 網家,2015,4,1,309.3785,415
8046 南電,2015,4,1,44.4184,"2,669"
8047 星雲,2015,4,1,11.9953,33
8048 德勝,2015,4,1,19.742,150
8049 晶采,2015,4,1,5.1593,195
8050 廣積,2015,4,1,36.7332,744
8053 巨擘,2015,4,1,2.36,22
8054 安國,2015,4,1,19.8837,111
8059 凱碩,2015,4,1,16.2488,886
8064 東捷,2015,4,1,15.1849,909
8066 來思達,2015,4,1,49.414,43
8067 志旭,2015,4,1,15.0603,14
8068 全達,2015,4,1,12.25,34
8069 元太,2015,4,1,11.458,"6,440"
8070 長華*,2015,4,1,6.0137,116
8071 能率網通,2015,4,1,16.9098,67
8072 陞泰,2015,4,1,42.7837,100
8074 鉅橡,2015,4,1,19.1225,136
8076 伍豐,2015,4,1,75.0443,"1,414"
8077 洛碁,2015,4,1,54.8,8
8079 誠遠,2015,4,1,14.4226,143
8080 永利聯合,2015,4,1,48.375,"2,326"
8081 致新,2015,4,1,58.8049,243
8082 深耕,2015,4,1,4.64,1
8083 瑞穎,2015,4,1,113.2118,67
8084 巨虹,2015,4,1,25.8,9
8085 福華,2015,4,1,10.2,344
8086 宏捷科,2015,4,1,54.0658,"9,984"
8087 華鎂鑫,2015,4,1,10.3814,13
8088 品安,2015,4,1,14.8766,100
8091 翔名,2015,4,1,61.53,287
8092 建暐,2015,4,1,16.15,300
8093 保銳,2015,4,1,6.6,70
8096 擎亞,2015,4,1,16.2694,"2,271"
8097 常珵,2015,4,1,16.1163,169
8099 大世科,2015,4,1,14.7749,92
8101 華冠,2015,4,1,23.4,949
8103 瀚荃,2015,4,1,38.6615,374
8105 凌巨,2015,4,1,10.372,"1,310"
8107 大億金茂,2015,4,1,23.169,"4,086"
8109 博大,2015,4,1,40.2506,"1,271"
8110 華東,2015,4,1,11.1812,783
8111 立碁,2015,4,1,6.0481,235
8112 至上,2015,4,1,9.3489,939
8114 振樺電,2015,4,1,109.0831,278
8121 越峰,2015,4,1,32.1,842
8131 福懋科,2015,4,1,14.147,474
8147 正淩,2015,4,1,32.8937,38
8150 南茂,2015,4,1,35.7905,"4,161"
8155 博智,2015,4,1,22.5555,507
8163 達方,2015,4,1,12.5349,"1,614"
8171 天宇,2015,4,1,15.6959,280
8176 智捷,2015,4,1,10.3733,769
8182 加高,2015,4,1,12.068,506
8183 精星,2015,4,1,7.6485,89
8201 無敵,2015,4,1,11.5866,70
8210 勤誠,2015,4,1,37.6223,"1,044"
8213 志超,2015,4,1,33.811,"2,330"
8215 明基材,2015,4,1,22.8997,"1,600"
8222 寶一,2015,4,1,16.4228,111
8234 新漢,2015,4,1,37.5948,916
8240 華宏,2015,4,1,24.3403,104
8249 菱光,2015,4,1,16.2343,"1,835"
8255 朋程,2015,4,1,85.1916,377
8261 富鼎,2015,4,1,33.7633,"1,138"
8266 中日新,2015,4,1,39.55,27
8271 宇瞻,2015,4,1,25.7565,676
8277 商丞,2015,4,1,13.55,252
8287 英格爾,2015,4,1,18.63,633
8289 泰藝,2015,4,1,11.0841,162
8291 尚茂,2015,4,1,13.38,18
8299 群聯,2015,4,1,190.4017,"2,595"
8341 日友,2015,4,1,55.5992,"2,297"
8349 恒耀,2015,4,1,69.0557,144
8354 冠好,2015,4,1,11.2553,458
8358 金居,2015,4,1,7.7014,234
8374 羅昇,2015,4,1,17.3554,234
8383 千附,2015,4,1,25.7539,"1,614"
8390 金益鼎,2015,4,1,14.1485,33
8401 白紗科,2015,4,1,11.1164,522
8403 盛弘,2015,4,1,25.3718,177
8404 百和興業-KY,2015,4,1,15.003,619
8406 金可-KY,2015,4,1,283.6515,140
8409 商之器,2015,4,1,31.8735,38
8410 森田,2015,4,1,24.7341,322
8411 福貞-KY,2015,4,1,31.8971,111
8416 實威,2015,4,1,86.0307,84
8418 捷必勝-KY,2015,4,1,19.6973,10
8420 明揚,2015,4,1,12.9919,44
8421 旭源,2015,4,1,10.0418,49
8422 可寧衛,2015,4,1,117.1372,682
8423 保綠-KY,2015,4,1,15.7586,10
8424 惠普,2015,4,1,27.5018,37
8426 紅木-KY,2015,4,1,38.7251,16
8427 基勝-KY,2015,4,1,43.2949,156
8429 金麗-KY,2015,4,1,46.117,"2,446"
8431 匯鑽科,2015,4,1,53.3481,"3,680"
8432 東生華,2015,4,1,42.3424,21
8433 弘帆,2015,4,1,35.1122,96
8435 鉅邁,2015,4,1,32.4114,27
8436 大江,2015,4,1,35.0443,77
8443 阿瘦,2015,4,1,28.4548,71
8446 華研,2015,4,1,43.269,25
8450 霹靂,2015,4,1,64.114,419
8454 富邦媒,2015,4,1,177.2012,"1,311"
8905 裕國,2015,4,1,14.9362,427
8906 花王,2015,4,1,13.0806,2
8908 欣雄,2015,4,1,19.1347,8
8913 全銓,2015,4,1,5.3037,3
8916 光隆,2015,4,1,24.9998,141
8917 欣泰,2015,4,1,35.5621,11
8921 沈氏,2015,4,1,14.9542,0
8923 時報,2015,4,1,12.4585,2
8924 大田,2015,4,1,21.3497,"5,181"
8925 偉盟,2015,4,1,9.6,"2,642"
8926 台汽電,2015,4,1,18.69,945
8927 北基,2015,4,1,10.973,51
8928 鉅明,2015,4,1,34.5184,"1,994"
8929 富堡,2015,4,1,16.3358,20
8930 青鋼,2015,4,1,9.0155,20
8931 大汽電,2015,4,1,19.6916,72
8932 宏大,2015,4,1,9.5714,6
8933 愛地雅,2015,4,1,18.297,416
8934 衡平,2015,4,1,34.6229,0
8935 邦泰,2015,4,1,10.4152,141
8936 國統,2015,4,1,45.512,"5,016"
8937 合騏,2015,4,1,14.5734,303
8938 明安,2015,4,1,18.1195,"1,708"
8940 新天地,2015,4,1,18.8,42
8941 關中,2015,4,1,32.1181,48
8942 森鉅,2015,4,1,63.7869,825
8996 高力,2015,4,1,46.7865,152
910069 新曄,2015,4,1,12,282
9103 美德醫療-DR,2015,4,1,1.9912,595
910322 康師傅-DR,2015,4,1,26.424,22
910482 聖馬丁-DR,2015,4,1,1.0208,"2,317"
9105 泰金寶-DR,2015,4,1,3.455,"5,000"
9106 新焦點-DR,2015,4,1,2.39,0
910708 恒大健-DR,2015,4,1,146,96
910801 金衛-DR,2015,4,1,5.6273,920
910861 神州-DR,2015,4,1,10.3186,188
9110 越南控-DR,2015,4,1,4.02,44
911608 明輝-DR,2015,4,1,4.4293,2
911609 揚子江,2015,4,1,13.6492,34
911611 中泰山-DR,2015,4,1,2.25,257
911612 滬安,2015,4,1,1.19,260
911613 特藝-DR,2015,4,1,7.45,0
911616 杜康-DR,2015,4,1,4.28,214
911619 耀傑-DR,2015,4,1,4.8,87
911622 泰聚亨-DR,2015,4,1,12.5,0
911626 MSH-DR,2015,4,1,4.78,0
911868 同方友友-DR,2015,4,1,2.23,24
912000 晨訊科-DR,2015,4,1,2.6307,93
912398 友佳-DR,2015,4,1,7.8905,19
9136 巨騰-DR,2015,4,1,13.3353,436
913889 大成糖,2015,4,1,2.82,69
9157 陽光能源-DR,2015,4,1,2.01,83
9188 精熙-DR,2015,4,1,1.6553,217
9802 鈺齊-KY,2015,4,1,51.5709,"1,694"
9902 台火,2015,4,1,15.6062,224
9904 寶成,2015,4,1,34.5579,"17,524"
9905 大華,2015,4,1,22.9691,308
9906 欣巴巴,2015,4,1,35.7496,127
9907 統一實,2015,4,1,17.9165,"1,259"
9908 大台北,2015,4,1,18.0044,126
9910 豐泰,2015,4,1,102.8666,"2,656"
9911 櫻花,2015,4,1,18.085,464
9912 偉聯,2015,4,1,12.0492,101
9914 美利達,2015,4,1,204.0863,676
9917 中保科,2015,4,1,61.8909,163
9918 欣天然,2015,4,1,26.6139,0
9919 康那香,2015,4,1,10.8244,232
9921 巨大,2015,4,1,249.6175,269
9924 福興,2015,4,1,25.5949,491
9925 新保,2015,4,1,27.6365,360
9926 新海,2015,4,1,32.1483,0
9927 泰銘,2015,4,1,29.5943,270
9928 中視,2015,4,1,19.3195,4
9929 秋雨,2015,4,1,14.6618,0
9930 中聯資源,2015,4,1,52.352,65
9931 欣高,2015,4,1,27.0012,6
9933 中鼎,2015,4,1,35.5889,687
9934 成霖,2015,4,1,10.2097,436
9935 慶豐富,2015,4,1,8.8921,550
9937 全國,2015,4,1,27.7591,102
9938 百和,2015,4,1,61.0477,"4,263"
9939 宏全,2015,4,1,41.6471,"3,329"
9940 信義,2015,4,1,21.2599,328
9941 裕融,2015,4,1,77.7,232
9942 茂順,2015,4,1,71.5132,158
9943 好樂迪,2015,4,1,25.7979,137
9944 新麗,2015,4,1,32.1707,69
9945 潤泰新,2015,4,1,21.9649,"2,848"
9946 三發地產,2015,4,1,12.5613,966
9949 琉園,2015,4,1,16.3949,94
9950 萬國通,2015,4,1,20.47,27
9951 皇田,2015,4,1,103.2635,"1,869"
9955 佳龍,2015,4,1,17.6,9
9958 世紀鋼,2015,4,1,8.5245,94
9960 邁達康,2015,4,1,20.1412,86
9962 有益,2015,4,1,8.9196,87
1101 台泥,2016,4,1,18.1707,"5,973"
1102 亞泥,2016,4,1,21.3644,"5,127"
1103 嘉泥,2016,4,1,7.3481,115
1104 環泥,2016,4,1,15.6989,106
1108 幸福,2016,4,1,8.2565,349
1109 信大,2016,4,1,8.3643,21
1110 東泥,2016,4,1,14.8832,98
1201 味全,2016,4,1,17.7639,"1,781"
1203 味王,2016,4,1,17.0138,43
1210 大成,2016,4,1,13.7423,"1,464"
1213 大飲,2016,4,1,16.7692,77
1215 卜蜂,2016,4,1,18.8274,837
1216 統一,2016,4,1,43.6423,"11,135"
1217 愛之味,2016,4,1,7.9679,569
1218 泰山,2016,4,1,10.3719,238
1219 福壽,2016,4,1,13.3232,11
1220 台榮,2016,4,1,7.8704,57
1225 福懋油,2016,4,1,27.0025,33
1227 佳格,2016,4,1,55.903,"2,035"
1229 聯華,2016,4,1,9.7635,776
1231 聯華食,2016,4,1,17.3468,78
1232 大統益,2016,4,1,59.9111,211
1233 天仁,2016,4,1,29.513,6
1234 黑松,2016,4,1,25.7812,22
1235 興泰,2016,4,1,12.6079,55
1236 宏亞,2016,4,1,18.2709,3
1256 鮮活果汁-KY,2016,4,1,92.76,15
1258 其祥-KY,2016,4,1,35.2109,92
1259 安心,2016,4,1,54.9031,3
1262 綠悅-KY,2016,4,1,107.9513,429
1264 德麥,2016,4,1,120.2728,47
1301 台塑,2016,4,1,60.3407,"7,819"
1303 南亞,2016,4,1,49.5774,"5,568"
1304 台聚,2016,4,1,10.3527,"1,403"
1305 華夏,2016,4,1,9.7405,"5,429"
1307 三芳,2016,4,1,29.9195,220
1308 亞聚,2016,4,1,13.0224,346
1309 台達化,2016,4,1,6.2836,663
1310 台苯,2016,4,1,11.8625,"12,344"
1312 國喬,2016,4,1,15.3539,"8,919"
1313 聯成,2016,4,1,6.4471,481
1314 中石化,2016,4,1,7.0135,"4,919"
1315 達新,2016,4,1,30.3339,38
1316 上曜,2016,4,1,11.6237,208
1319 東陽,2016,4,1,40.4615,"18,934"
1321 大洋,2016,4,1,25.9327,46
1323 永裕,2016,4,1,24.6971,612
1324 地球,2016,4,1,9.5547,61
1325 恒大,2016,4,1,16.3577,36
1326 台化,2016,4,1,60.0608,"9,738"
1333 恩得利,2016,4,1,7.6333,126
1336 台翰,2016,4,1,6.3298,62
1337 再生-KY,2016,4,1,18.5922,"6,316"
1338 廣華-KY,2016,4,1,90.594,327
1339 昭輝,2016,4,1,42.3123,217
1340 勝悅-KY,2016,4,1,48.7634,281
1402 遠東新,2016,4,1,19.7085,"10,537"
1409 新纖,2016,4,1,6.9207,862
1410 南染,2016,4,1,20.1142,36
1413 宏洲,2016,4,1,7.05,69
1414 東和,2016,4,1,5.2385,279
1416 廣豐,2016,4,1,16.1104,531
1417 嘉裕,2016,4,1,6.5853,936
1418 東華,2016,4,1,15.3429,19
1419 新紡,2016,4,1,31.0832,18
1423 利華,2016,4,1,6.107,19
1432 大魯閣,2016,4,1,41.5198,"1,383"
1434 福懋,2016,4,1,22.8241,828
1435 中福,2016,4,1,4.8,35
1436 華友聯,2016,4,1,22.7898,18
1437 勤益控,2016,4,1,10.1483,102
1438 三地開發,2016,4,1,8.4167,0
1439 中和,2016,4,1,11.1639,54
1440 南紡,2016,4,1,11.5392,683
1441 大東,2016,4,1,7.8296,15
1442 名軒,2016,4,1,11.309,142
1443 立益,2016,4,1,5.39,2
1444 力麗,2016,4,1,8.1296,712
1445 大宇,2016,4,1,8.0393,108
1446 宏和,2016,4,1,18.991,340
1447 力鵬,2016,4,1,8.0971,478
1449 佳和,2016,4,1,10.6356,31
1451 年興,2016,4,1,29.0623,69
1452 宏益,2016,4,1,16.8958,"2,541"
1453 大將,2016,4,1,7.9228,44
1454 台富,2016,4,1,7.6071,57
1455 集盛,2016,4,1,7.8069,"2,950"
1456 怡華,2016,4,1,9.1,27
1457 宜進,2016,4,1,8.3544,"1,092"
1459 聯發,2016,4,1,9.6417,656
1460 宏遠,2016,4,1,16.191,504
1463 強盛,2016,4,1,10.9709,129
1464 得力,2016,4,1,23.3645,"1,111"
1465 偉全,2016,4,1,11.2057,62
1466 聚隆,2016,4,1,14.75,20
1467 南緯,2016,4,1,13.5395,232
1468 昶和,2016,4,1,9.95,27
1469 理隆,2016,4,1,12.75,2
1470 大統新創,2016,4,1,15.8291,5
1471 首利,2016,4,1,7.8331,276
1472 三洋實業,2016,4,1,64.7474,36
1473 台南,2016,4,1,32.7887,906
1474 弘裕,2016,4,1,8.2898,154
1475 業旺,2016,4,1,27.1155,313
1476 儒鴻,2016,4,1,345.0091,"1,003"
1477 聚陽,2016,4,1,132.966,"1,113"
1503 士電,2016,4,1,32.4225,39
1504 東元,2016,4,1,21.1695,"2,604"
1506 正道,2016,4,1,15.8483,70
1507 永大,2016,4,1,36.5317,463
1512 瑞利,2016,4,1,5.4,387
1513 中興電,2016,4,1,13.7664,735
1514 亞力,2016,4,1,6.5624,196
1515 力山,2016,4,1,9.0473,155
1516 川飛,2016,4,1,16.231,103
1517 利奇,2016,4,1,9.7679,70
1519 華城,2016,4,1,14.2002,"3,720"
1521 大億,2016,4,1,58.2245,160
1522 堤維西,2016,4,1,19.4234,"1,862"
1524 耿鼎,2016,4,1,6.63,"7,862"
1525 江申,2016,4,1,90.4696,"1,166"
1526 日馳,2016,4,1,10.3365,63
1527 鑽全,2016,4,1,54.4624,"3,127"
1528 恩德,2016,4,1,8.9554,"1,184"
1529 樂士,2016,4,1,18.4024,20
1530 亞崴,2016,4,1,22.4308,26
1531 高林股,2016,4,1,14.5427,34
1532 勤美,2016,4,1,22.9251,"3,128"
1533 車王電,2016,4,1,50.5505,"3,745"
1535 中宇,2016,4,1,45.4189,21
1536 和大,2016,4,1,117.8416,"6,286"
1537 廣隆,2016,4,1,96.837,335
1538 正峰,2016,4,1,20.9216,186
1539 巨庭,2016,4,1,23.8666,914
1540 喬福,2016,4,1,12.3821,"1,241"
1541 錩泰,2016,4,1,45.976,"4,591"
1558 伸興,2016,4,1,99.6099,88
1560 中砂,2016,4,1,39.1979,88
1565 精華,2016,4,1,498.9534,510
1566 捷邦,2016,4,1,20.2266,698
1568 倉佑,2016,4,1,21.9164,"1,058"
1569 濱川,2016,4,1,8.3876,103
1570 力肯,2016,4,1,12.0673,405
1580 新麥,2016,4,1,80.0217,192
1582 信錦,2016,4,1,43.6295,303
1583 程泰,2016,4,1,48.7186,21
1584 精剛,2016,4,1,14.806,227
1586 和勤,2016,4,1,23.4845,291
1589 永冠-KY,2016,4,1,196.6206,329
1590 亞德客-KY,2016,4,1,173.5557,971
1591 駿吉-KY,2016,4,1,15.8875,2
1592 英瑞-KY,2016,4,1,26.5141,79
1593 祺驊,2016,4,1,28.4274,32
1595 川寶,2016,4,1,38.8406,45
1597 直得,2016,4,1,19.1999,392
1599 宏佳騰,2016,4,1,32.6121,"3,308"
1603 華電,2016,4,1,13.5451,449
1604 聲寶,2016,4,1,9.6289,"1,138"
1605 華新,2016,4,1,6.4604,"3,635"
1608 華榮,2016,4,1,5.9798,87
1609 大亞,2016,4,1,3.8188,241
1611 中電,2016,4,1,7.2813,649
1612 宏泰,2016,4,1,6.7586,89
1613 台一,2016,4,1,2.98,217
1614 三洋電,2016,4,1,20.383,10
1615 大山,2016,4,1,5.7249,7
1616 億泰,2016,4,1,4.3,111
1617 榮星,2016,4,1,5.1795,13
1618 合機,2016,4,1,7.1515,"1,617"
1626 艾美特-KY,2016,4,1,19.417,30
1701 中化,2016,4,1,15.5479,451
1702 南僑,2016,4,1,48.0119,447
1704 榮化,2016,4,1,28.6466,"5,118"
1707 葡萄王,2016,4,1,151.2537,263
1708 東鹼,2016,4,1,18.8289,236
1709 和益,2016,4,1,11.2609,690
1710 東聯,2016,4,1,16.9642,"1,367"
1711 永光,2016,4,1,16.6593,367
1712 興農,2016,4,1,10.2191,304
1713 國化,2016,4,1,13.255,18
1714 和桐,2016,4,1,6.1884,"1,111"
1715 萬洲,2016,4,1,11.8729,"1,234"
1717 長興,2016,4,1,21.7814,227
1718 中纖,2016,4,1,6.2404,"3,355"
1720 生達,2016,4,1,26.9001,328
1721 三晃,2016,4,1,11.3459,408
1722 台肥,2016,4,1,35.1306,"4,559"
1723 中碳,2016,4,1,89.5322,193
1724 台硝,2016,4,1,13.3703,153
1725 元禎,2016,4,1,10.2383,10
1726 永記,2016,4,1,58.6764,110
1727 中華化,2016,4,1,11.7186,19
1729 必翔,2016,4,1,69.6,205
1730 花仙子,2016,4,1,27.1754,140
1731 美吾華,2016,4,1,11.5986,"1,088"
1732 毛寶,2016,4,1,13.2098,112
1733 五鼎,2016,4,1,35.5184,224
1734 杏輝,2016,4,1,27.4272,642
1735 日勝化,2016,4,1,10.8894,87
1736 喬山,2016,4,1,48.9832,682
1737 臺鹽,2016,4,1,21.7068,183
1742 台蠟,2016,4,1,17.8657,169
1752 南光,2016,4,1,33.5392,549
1762 中化生,2016,4,1,33.2426,211
1773 勝一,2016,4,1,24.892,22
1777 生泰,2016,4,1,72.8638,325
1781 合世,2016,4,1,23.45,52
1783 和康生,2016,4,1,22.3574,122
1784 訊聯,2016,4,1,30.2786,123
1785 光洋科,2016,4,1,18.3543,"8,963"
1786 科妍,2016,4,1,49.5241,362
1787 福盈科,2016,4,1,17.8006,82
1788 杏昌,2016,4,1,72.834,41
1789 神隆,2016,4,1,41.6018,993
1795 美時,2016,4,1,65.2857,539
1799 易威,2016,4,1,31.6407,51
1802 台玻,2016,4,1,12.4415,"1,341"
1805 寶徠,2016,4,1,6.6283,327
1806 冠軍,2016,4,1,7.05,126
1808 潤隆,2016,4,1,15.8896,"1,280"
1809 中釉,2016,4,1,9.7669,109
1810 和成,2016,4,1,7.6059,194
1813 寶利徠,2016,4,1,21.5853,18
1815 富喬,2016,4,1,9.8652,921
1817 凱撒衛,2016,4,1,28.6183,65
1902 台紙,2016,4,1,10.2792,228
1903 士紙,2016,4,1,32.5,55
1904 正隆,2016,4,1,8.7432,209
1905 華紙,2016,4,1,8.3458,"2,022"
1906 寶隆,2016,4,1,6.5318,106
1907 永豐餘,2016,4,1,8.3221,606
1909 榮成,2016,4,1,9.7882,"1,432"
2002 中鋼,2016,4,1,18.6002,"21,072"
2006 東和鋼鐵,2016,4,1,19.5633,811
2007 燁興,2016,4,1,5.5025,14
2008 高興昌,2016,4,1,9.01,11
2009 第一銅,2016,4,1,6.9573,104
2010 春源,2016,4,1,7.9442,213
2012 春雨,2016,4,1,10.3193,60
2013 中鋼構,2016,4,1,19.3867,67
2014 中鴻,2016,4,1,5.7458,"3,478"
2015 豐興,2016,4,1,29.543,118
2017 官田鋼,2016,4,1,5.7044,138
2020 美亞,2016,4,1,8.3535,309
2022 聚亨,2016,4,1,5.2466,199
2023 燁輝,2016,4,1,6.5767,893
2024 志聯,2016,4,1,5.4051,6
2025 千興,2016,4,1,1.58,193
2027 大成鋼,2016,4,1,9.9276,343
2028 威致,2016,4,1,2.7833,88
2029 盛餘,2016,4,1,15.1913,159
2030 彰源,2016,4,1,7.9464,84
2031 新光鋼,2016,4,1,10.8914,367
2032 新鋼,2016,4,1,8.0318,55
2033 佳大,2016,4,1,8.5698,13
2034 允強,2016,4,1,14.9215,424
2035 唐榮,2016,4,1,45,4
2038 海光,2016,4,1,5.6473,90
2049 上銀,2016,4,1,110.5292,"1,129"
2059 川湖,2016,4,1,322.3471,234
2061 風青,2016,4,1,11.8567,59
2062 橋椿,2016,4,1,35.2066,975
2063 世鎧,2016,4,1,19.697,4
2064 晉椿,2016,4,1,12.0924,13
2066 世德,2016,4,1,84.9067,75
2067 嘉鋼,2016,4,1,13.019,0
2069 運錩,2016,4,1,13.1669,194
2101 南港,2016,4,1,26.9823,"3,146"
2102 泰豐,2016,4,1,14.1884,256
2103 台橡,2016,4,1,22.9385,"1,372"
2104 國際中橡,2016,4,1,15.4743,360
2105 正新,2016,4,1,51.3721,"4,458"
2106 建大,2016,4,1,39.0396,754
2107 厚生,2016,4,1,14.2857,350
2108 南帝,2016,4,1,17.5872,963
2109 華豐,2016,4,1,13.9197,194
2114 鑫永銓,2016,4,1,49.5553,33
2115 六暉-KY,2016,4,1,30.4129,320
2201 裕隆,2016,4,1,42.1138,"1,252"
2204 中華,2016,4,1,30.389,"2,644"
2206 三陽工業,2016,4,1,15.873,"1,307"
2207 和泰車,2016,4,1,287.1928,315
2208 台船,2016,4,1,29.8862,"1,058"
2221 大甲,2016,4,1,13.057,85
2227 裕日車,2016,4,1,131.6465,107
2228 劍麟,2016,4,1,170.3393,"2,633"
2230 泰茂,2016,4,1,14.8876,47
2231 為升,2016,4,1,227.3478,236
2233 宇隆,2016,4,1,47.9396,418
2235 謚源,2016,4,1,98.7684,215
2236 百達-KY,2016,4,1,31.9275,232
2239 英利-KY,2016,4,1,131.1025,284
2301 光寶科,2016,4,1,25.7644,"4,890"
2302 麗正,2016,4,1,5.9603,334
2303 聯電,2016,4,1,10.3021,"23,276"
2305 全友,2016,4,1,6.42,"1,368"
2308 台達電,2016,4,1,115.8909,"3,270"
2311 日月光,2016,4,1,33.5145,"15,073"
2312 金寶,2016,4,1,8.9847,"1,484"
2313 華通,2016,4,1,16.5596,"6,215"
2314 台揚,2016,4,1,18.285,518
2316 楠梓電,2016,4,1,28.8858,"3,993"
2317 鴻海,2016,4,1,71.5643,"32,984"
2321 東訊,2016,4,1,11.3303,100
2323 中環,2016,4,1,4.6681,"4,205"
2324 仁寶,2016,4,1,13.9977,"8,911"
2325 矽品,2016,4,1,45.7765,"13,390"
2327 國巨,2016,4,1,54.1814,616
2328 廣宇,2016,4,1,10.8248,502
2329 華泰,2016,4,1,18.6265,"2,294"
2330 台積電,2016,4,1,129.7766,"34,544"
2331 精英,2016,4,1,15.9845,782
2332 友訊,2016,4,1,9.9236,826
2337 旺宏,2016,4,1,3.5252,"5,111"
2338 光罩,2016,4,1,8.2399,480
2340 光磊,2016,4,1,11.0003,"2,243"
2342 茂矽,2016,4,1,13.053,140
2344 華邦電,2016,4,1,7.7202,"7,829"
2345 智邦,2016,4,1,28.6442,"5,996"
2347 聯強,2016,4,1,23.6374,"4,806"
